id	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
ERR4613504	2021-09-24 18:03:08	2021-09-24 21:34:29	202967	99453830	202967	490	56		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613504/ERR4613504.lite.1	ERX4542587	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087726	SAMEA7329200	simple	410658	soil metagenome	SAMEA7329200							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	87DBDC00D25DD2BF93C2E08F629DE8FE	94EBD9ED5A201295B5D5B7BCEA5ADD0E
ERR4613505	2021-09-24 18:03:08	2021-09-24 21:33:32	197343	96698070	197343	490	55		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613505/ERR4613505.lite.1	ERX4542588	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087727	SAMEA7329201	simple	410658	soil metagenome	SAMEA7329201							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	3A65DF57EBB7F0B755B2F2C0BD649276	F5B964581E68AB4675B5967AD8F501FA
ERR4613506	2021-09-24 18:03:08	2021-09-24 21:33:32	143034	70086660	143034	490	40		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613506/ERR4613506.lite.1	ERX4542589	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087728	SAMEA7329202	simple	410658	soil metagenome	SAMEA7329202							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	D8CC4E206DAE4F4FAC2F81136C7C5BA6	916919AC090DEBB5483742394FAEE855
ERR4613507	2021-09-24 18:03:08	2021-09-24 21:35:31	218896	107259040	218896	490	60		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613507/ERR4613507.lite.1	ERX4542590	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087729	SAMEA7329203	simple	410658	soil metagenome	SAMEA7329203							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	A382C88A8E2C1AA18278930889CAB554	6D0AC95EE3AE38F10847DA1A1F658491
ERR4613508	2021-09-24 18:03:08	2021-09-24 21:34:57	210435	103113150	210435	490	58		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613508/ERR4613508.lite.1	ERX4542591	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087730	SAMEA7329204	simple	410658	soil metagenome	SAMEA7329204							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	94575847F2F9B2BCCBACD5C0A49DEF72	9819FDE7ADEDFEF2B2BD33551C3CC4DD
ERR4613509	2021-09-24 18:03:08	2021-09-24 21:33:32	150125	73561250	150125	490	42		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613509/ERR4613509.lite.1	ERX4542592	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087731	SAMEA7329205	simple	410658	soil metagenome	SAMEA7329205							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	BA6B6C214C73232661469186366BFFB8	4FB47399F36076608C51F3B768D4EA86
ERR4613510	2021-09-24 18:03:08	2021-09-24 21:34:31	206170	101023300	206170	490	57		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613510/ERR4613510.lite.1	ERX4542593	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087732	SAMEA7329206	simple	410658	soil metagenome	SAMEA7329206							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	57E2F1CCC537EA880C372E75A9D8491C	26B3C125EFCB6072E6DF95C395297C93
ERR4613511	2021-09-24 18:03:08	2021-09-24 21:34:13	200832	98407680	200832	490	56		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613511/ERR4613511.lite.1	ERX4542594	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087733	SAMEA7329207	simple	410658	soil metagenome	SAMEA7329207							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	3EC4C4456F912B95F4DE3B61B6A706AC	81565F041CFDFAF00566D9E872E8D7A2
ERR4613512	2021-09-24 18:03:08	2021-09-24 21:35:38	252322	123637780	252322	490	67		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613512/ERR4613512.lite.1	ERX4542595	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087734	SAMEA7329208	simple	1118232	root metagenome	SAMEA7329208							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	3BF0A9CCE0115E3B79E66DA94A1BAC97	870B2D40195F231468381D733592D723
ERR4613513	2021-09-24 18:03:08	2021-09-24 21:34:18	259178	126997220	259178	490	69		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613513/ERR4613513.lite.1	ERX4542596	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087735	SAMEA7329209	simple	1118232	root metagenome	SAMEA7329209							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	1F101821AB486D2C6B1C76569C9275B2	5018056C6219D7AA0732FB03359F5838
ERR4613514	2021-09-24 18:03:08	2021-09-24 21:36:24	234987	115143630	234987	490	63		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613514/ERR4613514.lite.1	ERX4542597	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087736	SAMEA7329210	simple	1118232	root metagenome	SAMEA7329210							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	FF5BD18A0699E6F3CA9DEB6A32203824	5922E160EBF743F16D5500A91DABB753
ERR4613515	2021-09-24 18:03:08	2021-09-24 21:36:13	269834	132218660	269834	490	72		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613515/ERR4613515.lite.1	ERX4542598	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087737	SAMEA7329211	simple	1118232	root metagenome	SAMEA7329211							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	73F5D255098D3525573792FDC8C37E14	66D77A9D65B71CB90EC6A21FB524B3A8
ERR4613516	2021-09-24 18:03:08	2021-09-24 21:34:14	246550	120809500	246550	490	67		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613516/ERR4613516.lite.1	ERX4542599	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087738	SAMEA7329212	simple	1118232	root metagenome	SAMEA7329212							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	86BBFB37BCD2EC68CCFA2038AC87DBE8	69C062ED9E07DDBA5D1DCC0ECDCFC496
ERR4613517	2021-09-24 18:03:08	2021-09-24 21:34:40	271823	133193270	271823	490	73		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613517/ERR4613517.lite.1	ERX4542600	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087739	SAMEA7329213	simple	1118232	root metagenome	SAMEA7329213							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	8AA548AF76BDE610E88A02ED8E410AD4	2C0B3C47BD272883AE9518BE6138093A
ERR4613518	2021-09-24 18:03:08	2021-09-24 21:34:08	248361	121696890	248361	490	66		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613518/ERR4613518.lite.1	ERX4542601	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087740	SAMEA7329214	simple	1118232	root metagenome	SAMEA7329214							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	4E4DF85B2654004919EE528E53CAC489	8BE7A20CDD6BBA6A9DB69BF2930D1490
ERR4613519	2021-09-24 18:03:08	2021-09-24 21:35:35	248221	121628290	248221	490	66		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613519/ERR4613519.lite.1	ERX4542602	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087741	SAMEA7329215	simple	1118232	root metagenome	SAMEA7329215							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	70334FFFA2E3C70AEF32594E1907927B	ADBCDF948965DDD3DDACAD3F5B36E420
ERR4613520	2021-09-24 18:03:08	2021-09-24 21:33:54	288664	141445360	288664	490	78		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613520/ERR4613520.lite.1	ERX4542603	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087742	SAMEA7329216	simple	1118232	root metagenome	SAMEA7329216							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	21BF835CD236D6E27259098B45F31FE2	312B8603B5AD2E444A3204ED35F2A507
ERR4613521	2021-09-24 18:03:08	2021-09-24 21:33:29	198556	97292440	198556	490	53		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613521/ERR4613521.lite.1	ERX4542604	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087743	SAMEA7329217	simple	1118232	root metagenome	SAMEA7329217							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	8AB276A29FEE59AAB15003D7B224ECD4	82E9D21E9C037C508B6BB852C045D6E1
ERR4613522	2021-09-24 18:03:09	2021-09-24 21:36:26	192802	94472980	192802	490	52		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613522/ERR4613522.lite.1	ERX4542605	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087744	SAMEA7329218	simple	1118232	root metagenome	SAMEA7329218							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	CDD0B39CF07804E86956C7E5E5D7958B	0F00A1F35BFE4464021246EFDCA98EE2
ERR4613523	2021-09-24 18:03:09	2021-09-24 21:35:22	212345	104049050	212345	490	57		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613523/ERR4613523.lite.1	ERX4542606	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087745	SAMEA7329219	simple	1118232	root metagenome	SAMEA7329219							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	9247E03C44293188B280124E592C34D0	6182CFB95A40F78AEC9DE3B8F7A2822E
ERR4613524	2021-09-24 18:03:09	2021-09-24 21:33:29	200890	98436100	200890	490	54		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613524/ERR4613524.lite.1	ERX4542607	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087746	SAMEA7329220	simple	1118232	root metagenome	SAMEA7329220							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	D187D586B1433B4A79CF88D6AEA2D3BD	9088523F3D606C06D984EA702883C958
ERR4613525	2021-09-24 18:03:09	2021-09-24 21:33:52	203548	99738520	203548	490	55		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613525/ERR4613525.lite.1	ERX4542608	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087747	SAMEA7329221	simple	1118232	root metagenome	SAMEA7329221							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	0FE2C3782E327AFEDEB3D7265629ED84	4C4BE8157831392D1524FED3B9BBA660
ERR4613526	2021-09-24 18:03:09	2021-09-24 21:36:17	171161	83868890	171161	490	46		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613526/ERR4613526.lite.1	ERX4542609	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087748	SAMEA7329222	simple	1118232	root metagenome	SAMEA7329222							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	B4ACEE15101DAFA9C4F62AA3D72E9F5B	A4143F26E5AD1F46BFF1E69B50D6DBE4
ERR4613527	2021-09-24 18:03:09	2021-09-24 21:34:06	199013	97516370	199013	490	54		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613527/ERR4613527.lite.1	ERX4542610	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087749	SAMEA7329223	simple	1118232	root metagenome	SAMEA7329223							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	34687E1FB8216A44DFCD8C48D64B769E	235F6A1D53411203B757B00ABA92B3E8
ERR4613528	2021-09-24 18:03:09	2021-09-24 21:34:22	200812	98397880	200812	490	54		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613528/ERR4613528.lite.1	ERX4542611	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087750	SAMEA7329224	simple	1118232	root metagenome	SAMEA7329224							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	1AD44B9A661C9965BAFAFB9434A3F319	70A6E48805F82F131E963879E5680CFB
ERR4613529	2021-09-24 18:03:09	2021-09-24 21:34:29	220255	107924950	220255	490	60		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613529/ERR4613529.lite.1	ERX4542612	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087751	SAMEA7329225	simple	1118232	root metagenome	SAMEA7329225							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	7F93C0144F0EBD55777CC333E2BE39A4	88964A99568496F237483BCDF5CDAC2B
ERR4613530	2021-09-24 18:03:09	2021-09-24 21:34:03	198484	97257160	198484	490	54		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613530/ERR4613530.lite.1	ERX4542613	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087752	SAMEA7329226	simple	1118232	root metagenome	SAMEA7329226							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	EC7CDBF25DA02B8B260DAF6A8780E47E	72B1757453F72AD4213D433BE7843514
ERR4613531	2021-09-24 18:03:09	2021-09-24 21:37:51	183749	90037010	183749	490	50		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613531/ERR4613531.lite.1	ERX4542614	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087753	SAMEA7329227	simple	1118232	root metagenome	SAMEA7329227							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	6C813BC7C864DDBA0989462638A0C30B	4B610B7C2B7B07371064D7BAAC5CDB41
ERR4613532	2021-09-24 18:03:09	2021-09-24 21:35:26	192732	94438680	192732	490	52		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613532/ERR4613532.lite.1	ERX4542615	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087754	SAMEA7329228	simple	1118232	root metagenome	SAMEA7329228							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	BC9B578B1B3997CED02A64FABFEB4C4D	769A94F84CC93850F049D6477489385D
ERR4613533	2021-09-24 18:03:09	2021-09-24 21:33:47	187467	91858830	187467	490	50		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613533/ERR4613533.lite.1	ERX4542616	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087755	SAMEA7329229	simple	1118232	root metagenome	SAMEA7329229							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	C964233D83CA43A7DED2BF80A3B88974	0CAEC3D2AF75CBE672AB4B569EDA041D
ERR4613534	2021-09-24 18:03:09	2021-09-24 21:34:53	190904	93542960	190904	490	52		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613534/ERR4613534.lite.1	ERX4542617	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087756	SAMEA7329230	simple	1118232	root metagenome	SAMEA7329230							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	F15E9A3DDF741ED479C815729C4F13F5	4288B1A54BCB8765EB36D84D2FEBEACB
ERR4613535	2021-09-24 18:03:09	2021-09-24 21:35:14	230224	112809760	230224	490	61		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613535/ERR4613535.lite.1	ERX4542618	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087757	SAMEA7329231	simple	1118232	root metagenome	SAMEA7329231							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	A6B742AFEA71F3EF00544867B9E2AC15	E28D5F9806B69D4DC63A4C9F723DC4D9
ERR4613536	2021-09-24 18:03:09	2021-09-24 21:34:11	211076	103427240	211076	490	58		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613536/ERR4613536.lite.1	ERX4542619	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087758	SAMEA7329232	simple	1118232	root metagenome	SAMEA7329232							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	7B4CAE9CBEAE162226075FA7AA28781B	249FCBE92DDA084CFF9F2EF53B9ECE16
ERR4613537	2021-09-24 18:03:09	2021-09-24 21:35:58	197615	96831350	197615	490	54		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613537/ERR4613537.lite.1	ERX4542620	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087759	SAMEA7329233	simple	1118232	root metagenome	SAMEA7329233							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	5D888592FDABF8FB27A89FBF38B88A6D	AF577353BA3A0A000EB53D0FEEAAB02E
ERR4613538	2021-09-24 18:03:09	2021-09-24 21:34:40	199344	97678560	199344	490	54		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613538/ERR4613538.lite.1	ERX4542621	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087760	SAMEA7329234	simple	1118232	root metagenome	SAMEA7329234							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	D9E48BD138AB49AB26769F58EF019F3F	4275D3E074253F3B664AC0EB7CFFC5CE
ERR4613539	2021-09-24 18:03:09	2021-09-24 21:34:35	308249	151042010	308249	490	84		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613539/ERR4613539.lite.1	ERX4542622	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087761	SAMEA7329235	simple	1118232	root metagenome	SAMEA7329235							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	9B5BCC3B3C70DF90C5683CE25924B8D3	60FAD262D308C6FCF7BF206C34018A19
ERR4613540	2021-09-24 18:03:09	2021-09-24 21:36:48	207586	101717140	207586	490	57		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613540/ERR4613540.lite.1	ERX4542623	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087762	SAMEA7329236	simple	410658	soil metagenome	SAMEA7329236							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	C278C3F62B2812556D7E4C5BFD00EFCD	1C270CD31353597843AF522CFEEC6A0D
ERR4613541	2021-09-24 18:03:09	2021-09-24 21:34:43	213252	104493480	213252	490	59		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR004/4613/ERR4613541/ERR4613541.lite.1	ERX4542624	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087763	SAMEA7329237	simple	410658	soil metagenome	SAMEA7329237							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	30D85D698F78185CB371E4A57B9DD02C	F30FADB7BA064CC4895C4308919F8400
ERR4613542	2021-09-24 18:03:09	2021-09-24 21:34:35	209633	102720170	209633	490	58		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613542/ERR4613542.lite.1	ERX4542625	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087764	SAMEA7329238	simple	410658	soil metagenome	SAMEA7329238							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	C20E19A0645B7721DB2876F8281AA212	DF2A9B0FE6F43E8320C766408BDAE886
ERR4613543	2021-09-24 18:03:09	2021-09-24 21:34:34	180802	88592980	180802	490	50		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR004/4613/ERR4613543/ERR4613543.lite.1	ERX4542626	unspecified	AMPLICON	PCR	METAGENOMIC	PAIRED	250	0	ILLUMINA	Illumina HiSeq 2500	ERP123699	PRJEB40100		758867	ERS5087765	SAMEA7329239	simple	410658	soil metagenome	SAMEA7329239							no					"VIB DEPARTMENT OF PLANT SYSTEMS BIOLOGY	 GHENT UNI"	ERA2917730		public	160D2CC486F2E3A441E5C3F644171180	7D0A205EBE0B6B6D4712AD781862ED1A
